
2018-04-29T22:17:05+05:30,86742.04828534,0.00126199,7414,0.00126761,14120,0.00125,1149,0.00126
2018-04-29T22:17:06+05:30,86742.04828534,0.00126199,7414,0.00126761,14151,0.00125,1149,0.00126
2018-04-29T22:17:10+05:30,86742.04828534,0.00126199,7414,0.00126761,14151,0.00125,1149,0.00126
2018-04-29T22:17:11+05:30,86742.04828534,0.00126199,7414,0.00126761,14151,0.00125,1149,0.00126
2018-04-29T22:17:15+05:30,86742.04828534,0.00126199,7414,0.00126761,14151,0.00125,1149,0.00126
2018-04-29T22:17:17+05:30,86742.04828534,0.00126199,7414,0.00126761,14151,0.00125,1149,0.00126
2018-04-29T22:17:21+05:30,86742.04828534,0.00126199,7414,0.00126761,13989,0.00125,1149,0.00126
2018-04-29T22:17:26+05:30,86742.04828534,0.00126199,7414,0.00126761,13981,0.00125,1149,0.00126
2018-04-29T22:17:31+05:30,86742.04828534,0.00126199,6757,0.00126759,14151,0.00125,1149,0.00126
2018-04-29T22:17:36+05:30,86742.04828534,0.00126199,6757,0.00126759,13641,0.00125,1149,0.00126
2018-04-29T22:17:41+05:30,86742.04828534,0.00126199,6757,0.00126759,13881,0.00125,1149,0.00126
2018-04-29T22:17:46+05:30,86742.04828534,0.00126199,6757,0.00126759,13800,0.00125,1149,0.00126
2018-05-02T08:51:26+05:30,6857.98005722,0.00123571,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:27+05:30,677.02464004,0.0012357,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:31+05:30,5499.98046731,0.0012366,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:32+05:30,5499.98046731,0.0012366,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:36+05:30,5499.98046731,0.0012366,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:37+05:30,5499.98046731,0.0012366,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:42+05:30,7995,0.00123665,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:47+05:30,6917,0.00123752,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:51:52+05:30,6917,0.00123752,842.54287358,0.00124477,10592,0.00124,29,0.00125
2018-05-02T08:52:11+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:12+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:16+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:17+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:21+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:22+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:27+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:32+05:30,181.356,0.00123838,842.54287358,0.00124477,10643,0.00124,29,0.00125
2018-05-02T08:52:53+05:30,181.223,0.00123929,842.54287358,0.00124477,10643,0.00124,29,0.00125
