
2018-04-29T22:17:06+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:10+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:11+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:15+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:16+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:20+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:25+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:35+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:40+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:45+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-04-29T22:17:50+05:30,1.29269855,0.428,1.10519775,0.4313389,0.68,0.427650,0.19,0.429702
2018-05-02T08:51:27+05:30,20.165,0.427205,3,0.431,4.33,0.428461,4.34,0.432850
2018-05-02T08:51:31+05:30,0.523,0.42873951,3,0.431,4.33,0.428461,4.34,0.432850
2018-05-02T08:51:32+05:30,0.523,0.42873951,3,0.431,4.33,0.428461,4.34,0.432850
2018-05-02T08:51:36+05:30,0.523,0.42873951,3,0.431,4.33,0.428461,4.33,0.432770
2018-05-02T08:51:37+05:30,0.523,0.42873951,3,0.431,4.33,0.428461,4.33,0.432770
2018-05-02T08:51:41+05:30,1.95130108,0.42873952,3,0.431,4.33,0.428461,4.33,0.432770
2018-05-02T08:51:46+05:30,0.523,0.42873951,3,0.431,4.33,0.428461,4.33,0.432770
2018-05-02T08:51:51+05:30,21.455,0.42720515,3,0.431,4.33,0.428461,4.34,0.432770
2018-05-02T08:52:12+05:30,21.455,0.42720515,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:16+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:17+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:21+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:22+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:26+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432730
2018-05-02T08:52:31+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.33,0.432690
2018-05-02T08:52:54+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.33,0.432650
2018-05-02T08:52:56+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.33,0.432650
2018-05-02T08:52:58+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.33,0.432610
2018-05-02T08:53:01+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.33,0.432610
2018-05-02T08:53:54+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
2018-05-02T08:53:55+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
2018-05-02T08:53:58+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
2018-05-02T08:54:00+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
2018-05-02T08:54:03+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
2018-05-02T08:54:05+05:30,0.523,0.42903963,3,0.431,4.33,0.428461,4.34,0.432570
